Operational_Hours,Temperature_C,Vibration_mms,Oil_Level_pct,Remaining_Useful_Life_days,Failure_Within_7_Days
70785,52.03,13.92,71.9,223.0,0
46804,42.95,12.36,82.06,583.0,0
26641,61.53,3.15,67.71,646.0,0
16103,63.27,5.94,85.59,807.0,0
96886,71.9,11.09,75.15,83.0,0
49573,87.37,5.5,76.37,486.0,0
84030,56.83,10.57,96.42,150.0,0
79689,69.5,4.09,55.01,226.0,0
70168,54.39,5.92,43.56,214.0,0
30389,44.64,9.35,62.92,620.0,0
51056,39.0,7.8,70.36,424.0,0
62110,70.2,13.23,87.11,317.0,0
72797,85.83,7.52,73.68,140.0,0
87337,53.37,2.25,60.01,66.0,0
67805,66.8,12.77,70.79,310.0,0
38166,57.77,9.84,27.34,580.0,0
46354,70.17,12.07,60.78,449.0,0
4600,48.78,13.29,67.18,881.0,0
49975,71.57,3.14,76.76,353.0,0
98206,44.95,7.29,53.65,0.0,1
90126,58.73,9.41,100.0,13.0,0
50909,78.61,9.26,70.55,415.0,0
3017,80.22,6.57,87.34,965.0,0
6271,71.93,8.27,74.28,904.0,0
57778,70.18,13.79,61.24,344.0,0
57929,60.58,6.77,88.62,352.0,0
26671,58.59,6.85,79.2,745.0,0
15004,52.62,12.71,77.57,816.0,0
38888,65.54,14.16,90.2,595.0,0
77655,79.66,12.63,46.11,114.0,0
64284,75.25,3.87,100.0,355.0,0
18688,72.47,3.89,73.21,778.0,0
88436,87.12,12.36,53.64,0.0,1
34815,44.84,5.24,100.0,619.0,0
31105,37.3,10.68,91.71,670.0,0
15631,36.19,6.64,76.94,799.0,0
70442,57.0,9.84,48.84,267.0,0
26516,53.78,7.94,89.76,718.0,0
5858,68.95,9.06,42.34,922.0,0
44258,72.77,6.8,40.72,618.0,0
67890,50.07,-1.41,62.36,260.0,0
97601,78.24,5.92,56.19,0.0,1
37922,37.68,22.6,77.38,582.0,0
79780,39.44,13.26,45.39,201.0,0
95531,55.09,13.4,87.39,0.0,1
65315,46.31,16.04,78.19,284.0,0
23347,66.18,15.08,64.95,768.0,0
46513,84.73,5.45,54.96,508.0,0
62620,66.37,14.94,100.0,263.0,0
94615,64.96,10.72,39.9,0.0,1
11573,49.61,6.99,72.64,772.0,0
62026,45.37,5.64,78.21,366.0,0
68257,47.51,2.02,49.19,274.0,0
36549,65.6,5.97,50.4,570.0,0
71960,65.39,7.66,45.68,298.0,0
1484,67.41,4.1,97.22,968.0,0
24250,44.26,-1.42,84.43,762.0,0
6884,63.1,6.71,100.0,885.0,0
55935,49.3,16.54,100.0,356.0,0
15059,81.95,11.47,58.51,746.0,0
49056,53.79,4.25,57.31,472.0,0
39034,54.31,6.3,82.12,575.0,0
34511,72.37,8.1,93.68,584.0,0
94380,49.49,6.24,89.67,44.0,0
47140,74.09,4.9,100.0,578.0,0
80336,32.32,11.15,83.03,129.0,0
32992,46.93,10.73,52.14,618.0,0
6468,74.31,13.97,70.64,917.0,0
12954,67.86,6.98,56.45,896.0,0
32530,64.69,8.1,43.97,611.0,0
2981,60.38,9.34,67.41,969.0,0
85973,39.36,15.66,77.36,100.0,0
24767,90.81,9.35,66.66,625.0,0
7868,65.25,17.32,83.98,932.0,0
69889,52.97,11.68,66.99,330.0,0
17612,35.41,8.91,68.52,741.0,0
13403,48.1,13.41,80.87,827.0,0
54722,62.66,5.78,58.45,376.0,0
88452,53.93,2.17,43.36,63.0,0
19264,46.58,11.1,53.45,793.0,0
44459,70.06,16.26,66.12,490.0,0
89518,39.84,1.11,61.31,21.0,0
98866,79.58,0.09,31.18,21.0,0
61952,48.69,3.49,68.58,361.0,0
12730,51.13,15.63,67.63,1001.0,0
74886,73.0,7.88,56.46,239.0,0
46186,51.79,12.49,63.0,415.0,0
6770,51.52,15.31,75.12,886.0,0
2126,62.17,9.42,86.47,892.0,0
60086,55.13,10.02,79.19,338.0,0
30710,56.55,4.73,68.33,669.0,0
84271,55.79,11.29,66.76,70.0,0
33068,57.82,9.2,71.53,641.0,0
78572,68.04,4.19,61.34,200.0,0
57491,50.69,9.98,87.7,344.0,0
907,41.14,20.18,55.36,943.0,0
89413,66.54,4.59,88.66,76.0,0
18523,45.94,15.91,53.19,734.0,0
16184,73.77,20.31,54.42,746.0,0
76106,79.13,5.55,54.3,183.0,0
12109,60.05,3.68,65.81,821.0,0
99809,50.56,15.43,79.82,0.0,1
43665,67.65,11.5,61.02,526.0,0
36575,70.65,14.39,57.1,438.0,0
53101,82.05,6.62,100.0,475.0,0
38474,63.83,15.97,60.29,582.0,0
22604,90.65,12.41,76.92,850.0,0
84005,71.96,14.03,98.64,34.0,0
10062,53.96,10.5,80.04,847.0,0
62870,52.57,18.15,87.45,330.0,0
30596,41.28,5.12,89.69,704.0,0
20005,73.87,5.8,82.81,764.0,0
28533,40.08,15.08,43.18,704.0,0
49796,81.21,17.79,78.6,462.0,0
15294,86.87,4.53,88.38,836.0,0
30035,67.88,10.62,63.62,589.0,0
74491,44.12,9.0,60.06,227.0,0
54248,56.14,15.4,100.0,353.0,0
34044,26.53,9.12,50.97,666.0,0
97487,58.29,6.84,100.0,19.0,0
342,65.74,8.64,78.72,833.0,0
46984,55.55,5.96,66.81,455.0,0
55650,52.87,16.66,47.58,321.0,0
51800,68.57,6.17,51.64,432.0,0
72232,65.12,0.73,100.0,217.0,0
72064,76.56,4.62,83.24,226.0,0
87264,45.34,2.85,95.39,79.0,0
81362,61.41,4.44,91.81,190.0,0
91192,71.49,11.72,54.45,38.0,0
62892,70.53,16.97,92.95,261.0,0
40486,83.89,4.1,74.09,460.0,0
24302,92.92,1.61,70.12,721.0,0
95632,53.37,10.27,20.75,0.0,1
65026,47.33,4.91,67.14,286.0,0
68454,54.68,15.26,76.64,249.0,0
80200,60.89,15.93,82.82,87.0,0
59463,88.12,8.76,94.03,361.0,0
78883,37.2,8.89,100.0,151.0,0
86916,57.16,19.25,85.87,12.0,0
12294,47.27,9.71,59.42,765.0,0
33061,72.27,16.47,67.16,624.0,0
36299,53.57,13.02,93.3,594.0,0
87622,68.08,6.55,43.26,80.0,0
36994,59.82,19.17,52.17,529.0,0
30954,52.34,9.59,70.23,651.0,0
26892,73.28,6.09,72.0,653.0,0
534,31.25,7.4,92.79,958.0,0
84295,66.85,7.72,57.41,144.0,0
42291,60.64,9.33,93.07,515.0,0
38431,46.53,16.33,74.48,579.0,0
24039,85.33,12.43,85.79,702.0,0
25246,61.57,10.11,59.34,679.0,0
16013,43.79,8.82,58.64,731.0,0
46378,86.63,15.9,76.6,379.0,0
17345,43.71,2.6,47.94,738.0,0
32980,42.55,9.21,73.47,702.0,0
44365,63.07,8.62,100.0,496.0,0
69797,77.46,12.82,47.53,192.0,0
71779,82.05,14.08,35.96,235.0,0
50225,67.19,4.48,60.61,447.0,0
14060,77.84,7.05,76.43,742.0,0
99099,47.98,3.52,91.59,0.0,1
74865,50.53,14.13,99.55,137.0,0
97548,78.94,5.16,58.53,14.0,0
13402,39.52,5.74,79.49,795.0,0
96596,68.56,15.7,82.59,0.0,1
73684,54.32,11.3,49.3,269.0,0
8592,38.6,10.19,58.38,829.0,0
1643,83.39,4.65,80.2,1024.0,0
80793,87.13,11.49,57.26,26.0,0
84147,64.42,1.98,69.53,162.0,0
56602,63.7,15.23,48.49,420.0,0
16757,83.38,2.36,94.05,809.0,0
81478,67.85,10.11,25.72,115.0,0
4745,53.38,10.22,60.34,959.0,0
35688,78.38,12.77,72.01,571.0,0
28607,71.58,13.75,57.5,653.0,0
89992,72.53,5.0,55.78,7.0,0
48756,59.2,10.54,62.19,502.0,0
44464,77.39,12.82,86.4,499.0,0
64884,53.22,13.13,82.36,364.0,0
30590,60.21,15.49,58.57,627.0,0
42709,63.13,10.61,68.59,477.0,0
92460,26.11,10.15,80.46,63.0,0
92205,23.22,10.15,92.39,119.0,0
2373,82.46,15.35,84.93,980.0,0
97545,38.13,10.29,63.71,0.0,1
52354,46.46,13.08,48.05,403.0,0
90894,59.17,21.63,75.46,0.0,1
38316,62.85,11.73,75.1,621.0,0
61323,53.37,6.83,46.3,409.0,0
13057,25.36,9.22,58.48,883.0,0
88943,65.96,12.88,72.36,61.0,0
45744,67.16,9.07,85.95,472.0,0
40647,88.1,9.51,63.11,477.0,0
71869,54.28,10.18,85.37,269.0,0
35941,38.63,19.48,77.5,612.0,0
45068,61.79,9.62,68.18,481.0,0
30606,76.98,1.02,78.47,588.0,0
61651,83.69,4.7,65.14,321.0,0
73748,28.93,23.57,80.4,180.0,0
49608,47.49,14.44,71.23,441.0,0
65179,53.26,13.59,84.46,274.0,0
65007,69.57,14.41,100.0,269.0,0
4664,50.44,14.11,84.86,873.0,0
45976,36.89,8.95,75.02,493.0,0
40755,26.81,15.38,96.8,472.0,0
74060,45.77,19.06,56.62,131.0,0
77668,25.57,11.59,63.05,121.0,0
90706,81.83,8.09,56.69,6.0,1
15876,85.07,8.98,70.25,734.0,0
74447,89.5,11.44,57.36,231.0,0
41029,36.68,10.45,62.98,535.0,0
98861,81.41,9.37,100.0,0.0,1
53912,67.72,7.12,43.18,333.0,0
37970,62.24,19.69,64.14,566.0,0
55340,71.26,5.44,100.0,406.0,0
23697,91.45,8.21,100.0,763.0,0
19175,69.63,12.77,26.91,690.0,0
17966,61.56,11.73,16.82,848.0,0
58851,75.06,17.52,35.95,319.0,0
44323,98.85,24.3,66.71,441.0,0
42278,70.16,4.34,32.18,574.0,0
95845,48.55,3.05,37.08,91.0,0
27824,73.6,10.41,100.0,698.0,0
40079,33.4,5.43,75.17,585.0,0
39481,43.42,7.89,84.96,638.0,0
35234,60.87,14.41,38.57,581.0,0
45588,70.26,11.37,75.39,472.0,0
70486,60.2,8.89,46.14,195.0,0
96611,62.87,9.39,82.02,0.0,1
67700,64.08,14.53,55.93,316.0,0
57211,47.55,1.98,87.82,400.0,0
30165,47.11,19.19,67.38,693.0,0
56864,61.67,7.76,80.55,397.0,0
91628,84.33,12.84,91.88,64.0,0
90081,85.06,9.07,61.98,27.0,0
2820,45.09,16.18,49.36,909.0,0
72928,87.12,9.82,73.18,147.0,0
67231,47.56,6.82,37.55,300.0,0
89875,70.6,17.13,77.15,0.0,1
37149,42.34,11.54,33.3,532.0,0
72289,23.96,9.2,77.87,262.0,0
91853,56.78,7.31,88.01,79.0,0
89604,68.69,0.45,66.63,144.0,0
77162,65.82,21.75,85.66,157.0,0
45145,72.97,20.9,77.31,438.0,0
28478,69.77,13.23,83.95,587.0,0
40160,70.48,16.05,56.46,559.0,0
2931,51.55,7.87,38.93,830.0,0
3720,72.77,8.82,63.29,970.0,0
40243,64.22,8.75,76.18,590.0,0
28202,51.33,10.98,86.3,664.0,0
72553,93.16,6.29,100.0,186.0,0
9968,49.85,12.49,47.5,862.0,0
65178,51.61,4.96,61.18,208.0,0
59998,58.17,17.96,78.41,289.0,0
94037,86.34,5.63,19.89,0.0,1
88419,87.49,5.66,82.41,78.0,0
41882,59.01,5.2,70.99,522.0,0
77339,59.67,6.4,87.39,137.0,0
28319,68.13,8.69,68.32,641.0,0
15799,43.8,7.58,74.63,815.0,0
81121,64.19,13.08,60.85,131.0,0
69487,48.56,11.91,45.51,299.0,0
20762,52.33,4.72,56.8,702.0,0
40045,50.17,13.74,57.92,478.0,0
38864,42.67,11.52,80.43,561.0,0
96248,57.45,5.38,82.87,0.0,1
10060,50.44,12.35,61.83,852.0,0
95568,65.57,10.34,43.38,12.0,0
14214,41.28,13.71,82.89,688.0,0
68093,91.4,10.04,89.22,220.0,0
64299,78.48,17.18,68.62,293.0,0
51756,72.04,7.47,100.0,315.0,0
1868,51.51,15.91,75.83,1014.0,0
92512,51.65,2.14,49.77,0.0,1
89125,77.98,12.3,85.64,0.0,1
2821,72.1,13.87,29.82,931.0,0
7996,67.04,3.69,86.94,965.0,0
97611,65.49,10.33,73.11,0.0,1
6414,65.85,19.66,78.92,737.0,0
52696,40.73,8.34,61.9,442.0,0
17274,67.46,0.38,30.46,773.0,0
83625,94.92,6.53,83.21,192.0,0
71613,77.37,12.13,34.33,263.0,0
4009,79.8,12.47,41.16,748.0,0
49119,54.46,7.64,75.49,404.0,0
88837,73.13,12.38,88.09,82.0,0
74362,65.86,8.86,87.22,199.0,0
31592,30.3,10.53,68.69,594.0,0
48869,46.85,17.82,67.43,453.0,0
42784,59.65,13.0,63.36,464.0,0
70635,33.02,21.61,53.98,249.0,0
36343,65.02,15.41,35.92,597.0,0
71503,52.27,6.91,58.17,276.0,0
7656,83.22,7.69,96.37,862.0,0
10311,54.28,15.02,51.25,895.0,0
99898,55.81,12.9,65.0,0.0,1
56704,66.59,16.66,46.38,210.0,0
59669,69.42,18.38,53.81,313.0,0
36348,61.94,-3.28,37.86,644.0,0
56176,49.68,5.4,66.24,437.0,0
84977,66.01,8.0,89.85,89.0,0
53943,72.79,2.4,55.08,395.0,0
66818,38.28,12.61,76.68,213.0,0
78899,61.71,17.67,48.03,123.0,0
49871,53.11,12.0,40.15,483.0,0
21159,53.74,14.8,100.0,684.0,0
37123,58.9,2.59,41.51,573.0,0
26656,42.09,12.8,91.61,649.0,0
98831,63.78,9.29,83.87,0.0,1
12407,26.55,5.44,100.0,895.0,0
72804,61.71,11.3,72.06,192.0,0
31856,69.01,4.06,81.43,691.0,0
2320,49.93,6.57,88.55,907.0,0
23348,53.21,15.36,27.32,729.0,0
31551,43.4,12.45,54.26,587.0,0
4489,56.57,9.21,37.39,835.0,0
51037,72.63,14.07,100.0,379.0,0
58153,61.28,12.75,59.92,362.0,0
66490,60.55,12.44,97.31,305.0,0
17403,73.49,10.74,67.27,756.0,0
59694,64.24,13.49,66.35,304.0,0
97183,40.99,10.13,99.26,0.0,1
89974,39.96,7.32,60.8,83.0,0
92760,66.01,9.83,61.69,0.0,1
15605,49.84,4.92,40.99,832.0,0
66912,36.92,7.13,43.49,328.0,0
35697,61.17,5.91,67.97,636.0,0
77485,42.97,5.19,68.5,105.0,0
74515,67.25,7.65,90.3,148.0,0
24412,49.97,11.41,95.45,751.0,0
17942,43.04,6.72,82.83,830.0,0
22091,58.19,12.42,51.15,722.0,0
3095,85.03,14.18,100.0,825.0,0
94300,49.89,19.03,71.88,0.0,1
74597,46.5,15.62,75.63,211.0,0
38920,58.88,-1.48,95.91,651.0,0
55574,68.8,13.79,74.6,413.0,0
68453,61.14,9.8,72.97,278.0,0
41781,36.19,7.45,77.04,585.0,0
31239,76.69,9.26,53.04,626.0,0
67842,86.45,11.71,73.84,273.0,0
43378,67.37,12.38,62.23,542.0,0
25974,44.61,9.01,75.37,638.0,0
33791,39.31,16.46,76.34,615.0,0
35988,59.53,0.18,77.2,646.0,0
97834,57.09,17.04,100.0,0.0,1
83679,44.18,2.66,48.55,171.0,0
22117,59.88,15.03,66.91,812.0,0
36750,94.76,12.44,81.39,565.0,0
35136,53.35,8.64,63.7,591.0,0
12319,90.83,14.03,60.26,802.0,0
70677,52.81,6.73,72.72,245.0,0
81222,39.84,0.97,67.43,174.0,0
62930,52.64,11.89,88.8,296.0,0
94103,32.74,12.99,56.63,0.0,1
36498,51.44,14.11,37.61,531.0,0
96054,91.01,12.0,70.85,0.0,1
84673,55.7,12.77,70.18,16.0,0
20089,62.66,2.52,77.27,723.0,0
24782,41.83,8.81,84.41,768.0,0
9543,67.2,7.07,62.02,864.0,0
66806,69.39,12.38,69.97,279.0,0
78937,84.21,6.59,70.66,171.0,0
78093,46.38,17.88,52.97,183.0,0
80970,55.99,12.84,42.57,207.0,0
66297,60.33,14.05,72.4,322.0,0
64129,46.66,8.02,81.2,241.0,0
33609,49.78,10.57,100.0,607.0,0
99750,26.76,20.47,63.75,0.0,1
8928,109.5,17.2,55.65,875.0,0
70434,65.61,10.47,80.36,189.0,0
13836,64.0,11.24,78.11,849.0,0
99903,88.96,10.8,65.8,0.0,1
32556,37.18,18.32,85.5,666.0,0
77827,74.7,6.41,80.97,132.0,0
80130,53.92,-4.29,60.61,187.0,0
83771,85.13,12.81,78.2,137.0,0
58565,91.48,12.45,99.06,396.0,0
96594,58.35,4.0,81.94,60.0,0
38805,69.12,11.72,83.58,657.0,0
7638,64.48,14.09,31.33,890.0,0
78986,73.78,6.87,42.59,214.0,0
30865,40.53,12.42,100.0,636.0,0
11516,40.08,20.0,65.04,798.0,0
11512,68.94,9.1,88.77,814.0,0
74944,73.52,13.49,79.74,70.0,0
94358,70.6,8.83,93.39,178.0,0
75927,74.16,4.15,72.84,262.0,0
4149,57.26,9.12,61.67,967.0,0
20310,71.77,0.95,91.47,717.0,0
15700,46.29,6.83,61.23,789.0,0
63990,80.09,10.19,92.43,358.0,0
80483,67.19,17.71,47.16,137.0,0
47188,38.18,10.43,77.06,454.0,0
73542,46.44,12.62,67.64,199.0,0
16461,52.81,8.71,97.56,738.0,0
26440,70.59,15.05,49.12,649.0,0
86557,78.34,13.72,78.15,91.0,0
67311,46.47,11.03,75.69,259.0,0
82292,45.76,7.89,61.12,0.0,1
5322,64.54,12.79,77.37,858.0,0
80553,42.13,14.37,49.7,168.0,0
93979,77.92,10.6,48.4,38.0,0
15973,50.66,4.98,40.92,823.0,0
69831,33.93,6.75,59.03,263.0,0
19133,54.54,7.38,58.55,746.0,0
46292,59.63,11.93,69.29,461.0,0
63443,34.87,4.61,80.12,301.0,0
60743,62.33,8.26,50.38,321.0,0
18066,76.35,9.44,73.56,747.0,0
74261,57.78,8.04,65.92,199.0,0
9560,62.96,7.97,82.64,901.0,0
9162,58.55,0.08,69.77,971.0,0
39479,70.32,8.54,72.33,526.0,0
11807,68.64,10.74,100.0,825.0,0
66205,58.91,16.64,79.07,321.0,0
75796,54.54,6.41,80.69,150.0,0
7685,49.16,1.27,79.13,922.0,0
40052,36.71,10.58,82.35,499.0,0
93881,51.55,15.06,78.53,11.0,0
8458,70.41,11.19,91.44,923.0,0
96839,28.29,14.31,63.31,0.0,1
98809,73.33,8.25,38.85,0.0,1
74118,69.5,9.85,99.82,248.0,0
4143,60.88,14.41,57.85,930.0,0
72993,55.92,9.23,85.75,209.0,0
42181,93.83,0.11,79.92,513.0,0
84009,62.36,12.23,54.21,41.0,0
212,59.74,11.32,95.26,973.0,0
65726,77.81,16.0,64.41,288.0,0
61658,74.54,12.47,80.27,377.0,0
98959,67.53,14.12,72.45,0.0,1
38583,92.46,13.24,57.82,515.0,0
70520,60.08,17.74,74.67,302.0,0
48918,63.62,13.53,48.28,438.0,0
57259,61.26,11.87,87.61,275.0,0
95739,52.58,9.22,47.21,22.0,0
45496,58.47,8.93,47.56,501.0,0
5464,51.64,8.4,94.95,851.0,0
53152,35.49,12.75,53.48,464.0,0
3603,55.43,4.01,72.28,911.0,0
19209,51.07,11.9,75.92,909.0,0
40305,63.77,15.04,60.17,584.0,0
34723,46.97,6.64,69.3,561.0,0
93328,51.59,12.06,64.6,51.0,0
10564,48.32,9.55,63.38,898.0,0
2314,52.38,11.51,42.66,951.0,0
56016,53.08,14.48,48.77,406.0,0
49544,30.05,9.31,89.93,573.0,0
86681,69.67,12.19,35.93,65.0,0
71396,71.12,11.2,76.27,187.0,0
40892,50.97,13.29,100.0,554.0,0
69652,60.42,-1.83,56.37,223.0,0
80533,59.57,14.36,85.22,139.0,0
89012,53.9,-2.91,39.74,58.0,0
24943,51.64,9.35,54.22,801.0,0
17021,84.34,8.77,75.98,819.0,0
87977,50.52,9.59,90.0,151.0,0
31711,64.67,7.58,54.85,623.0,0
30778,57.4,5.87,40.61,687.0,0
81974,49.87,13.52,75.6,143.0,0
66577,57.97,1.67,100.0,301.0,0
74302,54.58,15.13,59.58,146.0,0
57154,75.67,15.04,74.82,261.0,0
66291,43.01,7.82,77.2,328.0,0
7935,82.5,9.79,78.51,872.0,0
59982,54.65,12.43,81.48,367.0,0
79073,36.53,3.41,100.0,145.0,0
14051,83.6,11.73,60.48,840.0,0
17405,80.79,2.38,100.0,723.0,0
49433,77.06,10.13,96.99,463.0,0
24906,69.9,19.97,79.02,668.0,0
73394,65.51,2.61,39.83,168.0,0
93015,73.35,5.64,61.07,66.0,0
79383,54.39,15.65,100.0,74.0,0
96310,78.44,8.57,64.31,54.0,0
50135,35.49,12.19,69.09,388.0,0
2717,40.71,4.3,62.58,896.0,0
56027,31.28,9.84,67.1,499.0,0
19514,32.44,11.72,58.94,774.0,0
70882,79.19,8.14,78.94,269.0,0
93296,72.8,1.7,58.62,52.0,0
21676,47.45,20.94,71.83,744.0,0
4088,29.36,9.06,100.0,998.0,0
57759,53.89,-3.84,55.13,349.0,0
80076,66.54,13.56,83.43,142.0,0
31860,79.61,11.27,59.72,689.0,0
19618,58.39,6.95,82.18,695.0,0
93862,49.98,-0.16,57.18,67.0,0
63660,68.56,12.35,72.59,268.0,0
34144,48.01,10.02,34.69,564.0,0
5814,66.01,10.3,82.24,898.0,0
47784,49.22,9.31,52.19,465.0,0
45012,63.78,3.42,35.17,547.0,0
43946,54.69,14.43,80.53,597.0,0
13612,64.69,0.62,90.74,828.0,0
22676,68.61,8.31,71.77,716.0,0
75721,60.57,7.31,54.74,158.0,0
68690,89.19,10.67,99.09,306.0,0
11074,63.03,13.17,75.38,820.0,0
73805,56.02,8.94,74.27,324.0,0
61686,55.34,16.23,29.9,321.0,0
19399,68.49,8.45,67.24,776.0,0
21066,54.63,12.37,68.64,770.0,0
84536,30.81,10.25,100.0,84.0,0
92273,70.32,16.94,62.71,31.0,0
20711,54.7,5.03,66.56,712.0,0
81928,70.23,3.54,90.17,128.0,0
14603,68.82,17.93,42.19,782.0,0
26509,53.8,10.9,59.32,798.0,0
52299,70.44,12.45,61.23,413.0,0
75218,68.13,3.09,100.0,152.0,0
36880,51.98,7.01,78.72,579.0,0
4991,49.26,6.68,23.69,933.0,0
90856,43.39,10.65,53.17,39.0,0
32532,62.41,13.31,51.45,574.0,0
61331,69.13,9.85,45.08,362.0,0
27507,62.11,4.7,100.0,644.0,0
31688,71.93,4.69,68.42,620.0,0
42812,81.37,12.34,81.94,564.0,0
87156,48.42,9.7,74.84,0.0,1
97591,51.27,0.6,87.35,0.0,1
38106,70.37,11.44,34.61,534.0,0
14431,70.57,7.19,60.03,773.0,0
30912,59.27,12.0,44.61,615.0,0
46176,55.83,16.4,81.96,605.0,0
21919,53.72,9.14,71.19,690.0,0
58267,86.28,12.09,100.0,272.0,0
20465,64.73,9.8,18.84,801.0,0
49317,53.12,11.15,46.24,417.0,0
39615,70.59,9.92,65.67,532.0,0
7110,55.47,12.46,79.49,861.0,0
28603,43.98,17.99,46.2,757.0,0
39229,64.64,8.49,81.62,624.0,0
44723,84.92,7.19,70.35,502.0,0
62229,58.7,12.22,80.14,325.0,0
24034,51.81,19.83,78.55,629.0,0
87658,65.85,13.06,63.59,78.0,0
51167,73.09,18.5,31.63,367.0,0
28860,52.82,15.27,60.54,605.0,0
23846,58.86,6.66,51.57,740.0,0
65918,45.48,12.23,64.07,257.0,0
23127,60.16,8.79,73.11,802.0,0
95469,63.96,3.59,82.28,40.0,0
69027,64.99,10.4,88.66,284.0,0
70843,40.88,9.31,64.52,212.0,0
80515,47.82,6.2,69.49,177.0,0
13990,51.88,14.02,39.06,801.0,0
28304,80.15,8.43,36.52,652.0,0
49532,54.93,14.97,38.36,356.0,0
80940,58.12,4.98,40.16,47.0,0
75009,85.15,7.71,60.66,256.0,0
73516,63.88,13.32,84.13,200.0,0
92858,50.36,10.96,51.9,0.0,1
74310,42.47,13.53,40.29,223.0,0
89485,77.58,3.97,57.37,14.0,0
83430,54.22,10.44,54.37,116.0,0
4429,62.19,19.35,51.49,937.0,0
13370,44.97,12.27,66.87,868.0,0
64287,52.11,20.34,81.24,278.0,0
43809,57.14,6.32,64.61,551.0,0
61368,53.81,6.99,56.16,389.0,0
19445,55.17,16.09,86.5,736.0,0
10508,65.26,5.2,72.13,855.0,0
19819,64.42,11.51,59.43,751.0,0
81634,44.39,10.4,45.64,129.0,0
41826,72.34,-2.05,75.68,550.0,0
26386,52.21,5.56,97.45,600.0,0
14147,65.19,16.7,61.71,816.0,0
58043,78.63,19.43,82.38,395.0,0
40403,62.54,7.07,68.91,608.0,0
93788,43.36,8.0,72.23,35.0,0
61162,73.02,7.61,59.29,401.0,0
20020,59.9,5.42,56.91,752.0,0
83556,38.67,21.34,62.31,77.0,0
80897,53.74,16.97,56.21,125.0,0
57694,70.12,8.17,90.22,340.0,0
38158,66.05,11.75,56.55,568.0,0
81851,70.21,4.72,100.0,191.0,0
87653,64.54,9.15,40.39,102.0,0
96322,62.63,9.77,39.37,0.0,1
64503,41.45,12.31,88.0,327.0,0
54687,75.06,11.92,69.49,335.0,0
36430,65.01,15.16,81.3,610.0,0
22722,37.92,8.45,61.32,738.0,0
29879,67.75,8.56,57.05,601.0,0
93188,50.59,15.31,20.8,62.0,0
64589,43.97,9.99,60.97,329.0,0
20479,52.47,12.87,100.0,744.0,0
17809,85.85,13.04,56.67,741.0,0
15693,75.27,3.1,57.7,758.0,0
99304,73.55,12.45,58.27,0.0,1
7384,36.69,13.09,63.16,840.0,0
18065,52.88,12.94,73.65,728.0,0
92257,55.53,17.17,95.62,40.0,0
69344,71.8,8.02,82.89,272.0,0
64432,57.06,3.42,67.9,250.0,0
77147,57.55,11.14,51.95,120.0,0
58870,50.51,1.9,54.47,460.0,0
44175,43.59,5.63,75.09,547.0,0
81766,70.89,5.05,51.64,193.0,0
21416,57.55,16.75,24.71,813.0,0
76887,44.7,10.17,51.18,173.0,0
12097,103.56,-1.52,96.91,769.0,0
55935,83.23,19.48,95.58,420.0,0
7353,82.62,7.49,79.6,896.0,0
63887,22.08,3.81,88.23,399.0,0
66635,71.47,11.41,74.92,265.0,0
43272,45.69,12.82,26.85,516.0,0
7451,35.62,11.51,66.6,905.0,0
22195,60.63,13.17,90.69,792.0,0
37466,48.93,3.66,71.94,554.0,0
24990,42.37,11.33,31.29,710.0,0
65823,48.28,5.13,51.92,413.0,0
16941,59.57,9.9,50.86,740.0,0
58386,49.46,12.13,69.17,422.0,0
5674,49.58,8.85,69.56,893.0,0
18706,61.66,7.65,49.13,822.0,0
82825,64.38,13.1,99.63,98.0,0
21935,52.45,1.08,52.5,747.0,0
902,60.4,5.07,74.63,846.0,0
18208,66.27,3.48,88.12,799.0,0
6923,26.14,10.6,74.14,917.0,0
48818,44.81,3.61,57.57,447.0,0
74672,54.76,7.35,96.4,186.0,0
29392,68.53,13.24,78.24,586.0,0
83508,56.83,6.52,93.72,123.0,0
76013,83.06,4.58,83.47,144.0,0
29542,63.2,12.58,56.93,674.0,0
84969,58.67,0.61,82.2,41.0,0
97646,50.53,12.22,86.62,25.0,0
66256,60.93,-3.85,60.99,304.0,0
17381,51.85,10.53,81.91,832.0,0
80064,62.1,9.89,84.73,106.0,0
29721,61.35,12.98,84.72,676.0,0
44716,72.55,8.16,73.42,538.0,0
99346,40.01,13.37,100.0,0.0,1
10040,49.89,12.98,66.02,841.0,0
70929,54.27,13.41,54.58,338.0,0
90830,59.04,10.34,70.51,111.0,0
85368,90.53,1.69,44.46,94.0,0
22668,74.6,12.61,66.71,722.0,0
12837,81.81,6.56,35.35,826.0,0
99098,67.72,12.09,88.88,53.0,0
58444,59.28,6.05,100.0,417.0,0
60441,47.81,6.71,58.79,343.0,0
42975,71.38,20.06,36.13,348.0,0
18082,61.85,21.38,62.63,797.0,0
95001,74.15,7.93,67.48,60.0,0
1242,62.15,20.54,60.66,997.0,0
35188,64.48,7.27,61.22,572.0,0
23829,73.47,10.49,100.0,718.0,0
97598,69.56,6.43,71.32,0.0,1
68509,81.61,8.02,74.65,247.0,0
95330,51.82,9.17,95.87,0.0,1
46336,69.38,7.5,93.85,404.0,0
12598,49.94,16.93,74.63,826.0,0
45760,96.12,8.51,72.22,416.0,0
23837,71.58,10.03,69.51,709.0,0
60286,74.56,4.36,77.33,384.0,0
