Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,AI_Override_Events,Machine_Type_AGV,Machine_Type_Automated_Screwdriver,Machine_Type_Boiler,Machine_Type_CMM,Machine_Type_CNC_Lathe,Machine_Type_CNC_Mill,Machine_Type_Carton_Former,Machine_Type_Compressor,Machine_Type_Conveyor_Belt,Machine_Type_Crane,Machine_Type_Dryer,Machine_Type_Forklift_Electric,Machine_Type_Furnace,Machine_Type_Grinder,Machine_Type_Heat_Exchanger,Machine_Type_Hydraulic_Press,Machine_Type_Industrial_Chiller,Machine_Type_Injection_Molder,Machine_Type_Labeler,Machine_Type_Laser_Cutter,Machine_Type_Mixer,Machine_Type_Palletizer,Machine_Type_Pick_and_Place,Machine_Type_Press_Brake,Machine_Type_Pump,Machine_Type_Robot_Arm,Machine_Type_Shrink_Wrapper,Machine_Type_Shuttle_System,Machine_Type_Vacuum_Packer,Machine_Type_Valve_Controller,Machine_Type_Vision_System,Machine_Type_XRay_Inspector
2027,28460,86.89,9.33,77.25,74.16,53.92,141.24,219,11,6,0,4,617.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4896,95.93,13.14,89.24,54.14,47.78,223.34,253,5,0,0,3,905.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,78429,42.03,5.51,64.0,97.83,74.05,91.14,364,5,2,0,5,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,94887,45.46,7.97,65.3,43.15,78.07,160.45,323,3,1,1,4,0.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,57367,80.76,4.7,63.35,100.0,53.15,-21.34,111,3,1,0,4,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,14486,52.7,10.96,83.55,69.13,100.0,-4.77,293,7,2,0,1,688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,62380,64.74,9.06,83.89,67.07,29.78,105.31,258,6,4,0,2,355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,95977,76.52,10.33,82.66,72.9,56.24,29.45,46,2,4,0,5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,44878,68.85,4.79,71.19,55.1,77.77,120.43,251,6,5,0,3,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,46057,75.5,2.82,81.97,87.43,54.67,341.66,332,1,2,0,1,536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2031,61504,71.27,13.23,61.52,79.2,45.29,193.79,100,3,3,1,4,420.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,80299,64.27,17.37,80.39,24.05,71.78,21.38,238,7,2,0,3,218.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,93114,55.62,7.26,61.82,99.31,26.4,69.89,91,4,1,0,7,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,51159,77.85,14.35,64.5,54.07,71.01,265.16,11,4,1,1,5,446.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,69197,45.68,1.96,81.99,64.5,65.45,154.86,352,3,2,0,5,303.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,64245,70.68,5.99,76.38,62.68,100.0,153.98,27,7,4,0,2,210.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,65624,60.32,10.38,66.39,77.41,26.94,189.97,357,6,2,1,4,381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,74311,57.66,1.62,83.36,100.0,0.0,94.65,1,5,3,1,2,195.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12869,89.08,6.39,87.6,42.85,74.43,58.69,30,2,0,1,5,800.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,80070,64.9,20.49,79.58,78.44,55.98,256.55,246,3,0,0,1,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,44100,23.75,9.5,86.2,72.9,100.0,27.99,77,4,1,0,6,560.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,44339,71.31,15.54,83.92,100.0,65.02,153.26,290,2,3,0,1,486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,5455,22.65,-3.49,53.24,7.04,54.41,279.62,245,5,2,0,4,1000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,12150,85.55,5.89,69.02,94.35,73.58,-6.19,143,3,2,0,1,894.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,42567,37.28,19.19,68.13,71.57,15.69,91.5,215,7,2,0,3,477.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,88189,38.06,5.34,72.35,48.89,75.57,183.33,99,4,0,0,3,144.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10957,26.99,8.88,91.5,81.12,95.02,146.65,231,5,2,0,1,796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,29000,39.19,10.7,87.63,74.22,60.03,-8.93,236,5,4,0,2,672.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,58871,53.02,5.67,66.99,62.89,71.16,99.89,31,6,2,1,1,411.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,58461,58.59,20.73,69.75,61.89,30.88,160.88,102,6,1,0,3,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,92115,70.36,12.05,98.35,37.95,90.15,242.26,127,4,1,1,4,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,9104,66.04,7.3,56.79,100.0,40.04,40.33,348,4,4,0,5,823.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,32120,73.82,15.1,65.73,57.3,83.99,31.63,170,2,0,0,2,649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,94366,66.37,8.05,73.34,73.33,37.86,163.63,299,2,2,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2037,74920,39.28,9.99,77.41,100.0,28.12,-28.83,319,4,1,0,1,221.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5364,102.78,5.7,58.98,67.24,74.8,58.09,140,5,1,0,3,812.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,37640,74.71,16.38,76.88,86.78,45.22,270.04,18,1,0,0,6,555.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2032,70162,58.88,15.3,69.53,46.66,82.1,142.3,196,4,1,1,7,222.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2040,43695,79.98,19.39,75.34,56.53,20.65,197.45,282,4,4,0,2,442.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,44162,81.07,12.63,73.54,41.67,80.73,186.56,301,9,3,0,0,571.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,61523,45.02,15.96,67.44,95.7,75.84,46.92,1,3,2,0,4,335.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,60506,50.2,9.6,84.4,38.3,14.51,297.68,31,13,2,0,2,398.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,57453,65.6,16.38,48.52,100.0,71.95,88.5,321,3,2,0,4,382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,93278,58.27,2.24,74.44,53.01,42.98,121.48,182,5,4,0,3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,34998,78.03,7.38,62.5,36.31,85.18,189.64,56,4,3,0,2,587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,33054,41.77,5.54,71.97,93.24,100.0,170.22,339,5,1,1,1,567.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,77197,26.55,15.36,90.8,58.52,100.0,133.33,267,7,1,0,2,181.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,21686,79.73,10.78,65.33,49.03,37.52,67.4,356,5,3,0,4,684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,20892,48.1,10.0,71.58,34.03,63.69,73.21,334,3,0,0,7,753.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,21504,33.8,14.0,69.88,75.28,73.23,279.6,250,7,5,1,3,776.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,14717,86.14,3.23,75.18,55.22,80.28,116.16,315,3,2,0,2,796.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,57591,64.58,6.6,83.56,67.23,84.98,135.14,89,8,0,0,3,368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9847,54.5,7.08,85.15,82.59,68.12,90.5,65,5,1,0,0,818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,2235,66.26,3.18,70.65,79.3,93.39,323.76,344,6,1,0,4,877.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2027,24906,50.13,12.93,80.92,56.48,47.15,284.93,25,9,1,1,3,672.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,24793,54.24,6.08,82.12,70.36,69.92,93.12,301,4,6,0,2,797.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,86764,54.53,10.1,77.45,79.0,100.0,-73.99,212,5,3,0,3,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,58173,64.28,9.85,67.04,62.05,44.34,166.67,163,4,1,1,1,324.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,21327,38.19,10.1,68.5,69.46,47.55,54.15,65,3,1,0,2,781.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2039,47838,80.28,3.98,79.85,90.59,98.78,43.97,235,2,1,0,2,420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,36945,52.13,9.08,62.7,58.09,60.13,123.01,164,6,3,0,2,562.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,16272,73.13,-0.71,62.14,73.85,58.06,224.2,198,2,1,0,1,779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,8212,80.22,7.9,62.91,78.2,62.65,267.16,3,5,2,0,5,876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,29110,58.56,13.36,78.75,51.8,96.5,171.48,307,10,3,0,2,699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,97697,57.45,12.54,70.64,41.91,57.63,253.2,108,6,1,0,5,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,34249,46.41,18.72,67.21,79.9,60.56,85.72,360,8,0,0,1,613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,94078,81.26,11.71,59.13,100.0,82.08,336.49,262,8,2,1,5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,31171,47.04,14.82,75.7,82.01,41.18,155.9,274,6,3,0,1,683.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2038,55622,53.33,12.49,64.77,100.0,51.93,257.87,69,4,3,1,3,445.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,3435,71.52,15.55,90.63,53.12,44.31,143.41,317,1,1,0,2,842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2033,14986,48.78,5.42,68.62,83.95,87.38,183.73,147,4,2,0,3,871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,79777,71.17,2.47,76.59,58.93,17.04,87.01,115,7,6,0,5,201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,29462,39.64,9.32,89.67,86.44,80.11,104.86,173,7,1,0,2,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,11743,82.87,11.7,65.09,70.87,19.32,165.95,198,3,0,0,4,811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,11766,102.93,-1.19,66.36,87.45,66.14,219.51,326,4,4,1,4,788.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,40683,68.91,12.59,77.51,45.92,55.08,221.93,69,6,3,0,4,534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2040,17871,50.27,8.36,82.76,100.0,93.31,119.54,135,5,2,0,3,713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,98771,79.41,11.39,80.64,92.4,69.76,189.34,322,4,4,0,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,87341,70.07,8.5,54.46,61.16,100.0,168.15,26,3,1,0,4,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,20757,58.67,4.66,88.01,65.34,55.7,70.75,75,5,3,0,2,692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,71336,66.43,4.38,88.66,81.27,58.02,69.05,180,5,2,1,4,190.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,83192,60.1,14.84,80.34,31.61,80.85,253.29,80,8,2,0,1,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,86718,64.2,20.27,78.84,65.88,37.15,128.18,16,4,3,1,3,99.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,93846,57.73,19.53,79.42,81.2,32.29,276.08,247,5,5,0,4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,8403,60.43,13.39,70.99,52.76,71.92,177.79,323,6,0,1,4,920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2030,64162,80.61,3.81,64.76,40.37,34.03,83.23,270,5,0,0,2,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,83052,79.65,17.66,69.13,63.81,67.32,194.28,350,6,3,0,2,94.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,72547,55.44,15.28,75.73,95.38,100.0,3.24,266,9,0,0,3,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,35155,59.57,11.96,77.52,70.76,92.21,21.89,166,3,3,0,3,627.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7260,60.89,11.81,73.3,89.49,100.0,25.68,268,4,1,0,6,859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,2043,58.77,14.13,59.14,31.88,23.85,139.22,151,6,3,1,7,864.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2040,71804,43.83,6.05,55.05,55.56,100.0,120.97,342,5,2,0,2,318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,65716,74.08,15.74,67.72,88.24,77.24,87.46,129,5,1,1,3,242.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,68858,41.11,15.18,63.53,84.25,61.67,118.64,346,8,2,0,5,283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,42175,55.61,18.42,71.4,46.64,59.67,248.96,180,7,4,0,3,494.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,98637,64.87,9.43,87.18,89.1,100.0,163.98,327,5,1,1,7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022,59404,68.1,15.12,68.15,44.68,24.35,121.2,197,5,1,1,5,418.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,64618,95.03,10.73,76.61,81.57,95.36,156.56,82,3,0,0,3,263.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,32308,43.12,18.86,63.68,55.71,54.55,5.45,110,9,1,0,3,597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2032,66347,63.28,8.97,73.79,84.14,81.82,81.48,351,5,2,1,5,277.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,3433,40.52,10.86,66.23,55.84,100.0,152.43,110,3,3,0,2,883.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,33532,73.23,14.12,72.81,89.88,100.0,280.0,270,5,2,0,6,628.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,33348,53.92,3.93,85.0,59.68,92.88,178.04,348,3,0,0,0,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,52390,38.92,6.27,85.5,99.27,100.0,67.07,230,7,3,0,3,497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2039,95103,59.08,14.11,60.85,90.41,50.64,57.82,71,10,3,0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,85899,62.71,18.0,68.06,84.42,80.15,123.29,322,6,3,1,5,97.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,11431,82.79,7.97,90.8,39.45,70.7,166.16,262,8,0,0,4,822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6372,41.56,3.04,72.56,50.99,24.62,142.22,199,7,4,1,2,904.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,94016,65.44,6.83,85.96,78.37,100.0,76.4,35,6,1,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,22675,49.4,14.28,85.93,78.59,56.42,208.28,82,8,3,0,2,673.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,69305,50.41,9.66,73.71,62.57,77.65,111.34,254,6,2,0,4,370.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,30043,24.14,8.11,67.16,70.74,52.08,161.85,226,8,6,0,2,623.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,28294,56.99,12.15,63.79,80.81,82.3,108.39,42,8,3,0,5,616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,52418,76.67,7.47,76.53,52.42,38.53,182.81,121,7,0,1,2,450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,65615,67.95,9.85,57.09,60.33,66.12,283.35,307,6,2,0,3,362.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,67191,55.92,14.09,72.4,44.59,46.75,127.67,38,2,3,0,2,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,24513,57.34,4.32,85.41,70.39,65.05,148.74,148,4,1,1,1,776.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,50771,28.74,8.41,62.34,74.4,81.61,6.65,179,5,1,0,3,542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2031,95473,64.79,10.52,60.03,56.74,93.48,183.11,230,3,1,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
